column,family,null_frac,null_frac_fraud,null_frac_legit,diff_fraud_minus_legit
V141,vesta,0.8612371727571375,0.8233557566665054,0.8626107037132574,-0.03925494704675203
V161,vesta,0.8612371727571375,0.8233557566665054,0.8626107037132574,-0.03925494704675203
V158,vesta,0.8612371727571375,0.8233557566665054,0.8626107037132574,-0.03925494704675203
V142,vesta,0.8612371727571375,0.8233557566665054,0.8626107037132574,-0.03925494704675203
V156,vesta,0.8612371727571375,0.8233557566665054,0.8626107037132574,-0.03925494704675203
V146,vesta,0.8612371727571375,0.8233557566665054,0.8626107037132574,-0.03925494704675203
V147,vesta,0.8612371727571375,0.8233557566665054,0.8626107037132574,-0.03925494704675203
V148,vesta,0.8612371727571375,0.8233557566665054,0.8626107037132574,-0.03925494704675203
V149,vesta,0.8612371727571375,0.8233557566665054,0.8626107037132574,-0.03925494704675203
V153,vesta,0.8612371727571375,0.8233557566665054,0.8626107037132574,-0.03925494704675203
V154,vesta,0.8612371727571375,0.8233557566665054,0.8626107037132574,-0.03925494704675203
V139,vesta,0.8612371727571375,0.8233557566665054,0.8626107037132574,-0.03925494704675203
V155,vesta,0.8612371727571375,0.8233557566665054,0.8626107037132574,-0.03925494704675203
V164,vesta,0.8612270125647712,0.8233073609834003,0.8626019298901342,-0.039294568906733884
V143,vesta,0.8612270125647712,0.8233073609834003,0.8626019298901342,-0.039294568906733884
V145,vesta,0.8612270125647712,0.8233073609834003,0.8626019298901342,-0.039294568906733884
V150,vesta,0.8612270125647712,0.8233073609834003,0.8626019298901342,-0.039294568906733884
V151,vesta,0.8612270125647712,0.8233073609834003,0.8626019298901342,-0.039294568906733884
V152,vesta,0.8612270125647712,0.8233073609834003,0.8626019298901342,-0.039294568906733884
V159,vesta,0.8612270125647712,0.8233073609834003,0.8626019298901342,-0.039294568906733884
V160,vesta,0.8612270125647712,0.8233073609834003,0.8626019298901342,-0.039294568906733884
V165,vesta,0.8612270125647712,0.8233073609834003,0.8626019298901342,-0.039294568906733884
V166,vesta,0.8612270125647712,0.8233073609834003,0.8626019298901342,-0.039294568906733884
V144,vesta,0.8612270125647712,0.8233073609834003,0.8626019298901342,-0.039294568906733884
V338,vesta,0.8605496664070174,0.8216135120747229,0.861961440802138,-0.040347928727415105
V329,vesta,0.8605496664070174,0.8216135120747229,0.861961440802138,-0.040347928727415105
V339,vesta,0.8605496664070174,0.8216135120747229,0.861961440802138,-0.040347928727415105
V322,vesta,0.8605496664070174,0.8216135120747229,0.861961440802138,-0.040347928727415105
V323,vesta,0.8605496664070174,0.8216135120747229,0.861961440802138,-0.040347928727415105
V325,vesta,0.8605496664070174,0.8216135120747229,0.861961440802138,-0.040347928727415105
V326,vesta,0.8605496664070174,0.8216135120747229,0.861961440802138,-0.040347928727415105
V327,vesta,0.8605496664070174,0.8216135120747229,0.861961440802138,-0.040347928727415105
V328,vesta,0.8605496664070174,0.8216135120747229,0.861961440802138,-0.040347928727415105
V324,vesta,0.8605496664070174,0.8216135120747229,0.861961440802138,-0.040347928727415105
V330,vesta,0.8605496664070174,0.8216135120747229,0.861961440802138,-0.040347928727415105
V334,vesta,0.8605496664070174,0.8216135120747229,0.861961440802138,-0.040347928727415105
V336,vesta,0.8605496664070174,0.8216135120747229,0.861961440802138,-0.040347928727415105
V331,vesta,0.8605496664070174,0.8216135120747229,0.861961440802138,-0.040347928727415105
V335,vesta,0.8605496664070174,0.8216135120747229,0.861961440802138,-0.040347928727415105
V337,vesta,0.8605496664070174,0.8216135120747229,0.861961440802138,-0.040347928727415105
V333,vesta,0.8605496664070174,0.8216135120747229,0.861961440802138,-0.040347928727415105
V332,vesta,0.8605496664070174,0.8216135120747229,0.861961440802138,-0.040347928727415105
DeviceInfo,device,0.7990551021099332,0.583458355514688,0.8068723601759678,-0.2234140046612797
id_13,identity,0.7844007179869272,0.4875865072835503,0.7951628158356979,-0.3075763085521476
id_16,identity,0.7809801198902699,0.5086870251173595,0.7908531139175646,-0.2821660888002051
V231,vesta,0.7791343516103905,0.5067511977931568,0.7890106110616852,-0.28225941326852844
V243,vesta,0.7791343516103905,0.5067511977931568,0.7890106110616852,-0.28225941326852844
V242,vesta,0.7791343516103905,0.5067511977931568,0.7890106110616852,-0.28225941326852844
V241,vesta,0.7791343516103905,0.5067511977931568,0.7890106110616852,-0.28225941326852844
V237,vesta,0.7791343516103905,0.5067511977931568,0.7890106110616852,-0.28225941326852844
V236,vesta,0.7791343516103905,0.5067511977931568,0.7890106110616852,-0.28225941326852844
V235,vesta,0.7791343516103905,0.5067511977931568,0.7890106110616852,-0.28225941326852844
V233,vesta,0.7791343516103905,0.5067511977931568,0.7890106110616852,-0.28225941326852844
V217,vesta,0.7791343516103905,0.5067511977931568,0.7890106110616852,-0.28225941326852844
V230,vesta,0.7791343516103905,0.5067511977931568,0.7890106110616852,-0.28225941326852844
V229,vesta,0.7791343516103905,0.5067511977931568,0.7890106110616852,-0.28225941326852844
V228,vesta,0.7791343516103905,0.5067511977931568,0.7890106110616852,-0.28225941326852844
V226,vesta,0.7791343516103905,0.5067511977931568,0.7890106110616852,-0.28225941326852844
V225,vesta,0.7791343516103905,0.5067511977931568,0.7890106110616852,-0.28225941326852844
V224,vesta,0.7791343516103905,0.5067511977931568,0.7890106110616852,-0.28225941326852844
V223,vesta,0.7791343516103905,0.5067511977931568,0.7890106110616852,-0.28225941326852844
V219,vesta,0.7791343516103905,0.5067511977931568,0.7890106110616852,-0.28225941326852844
V218,vesta,0.7791343516103905,0.5067511977931568,0.7890106110616852,-0.28225941326852844
V246,vesta,0.7791343516103905,0.5067511977931568,0.7890106110616852,-0.28225941326852844
V244,vesta,0.7791343516103905,0.5067511977931568,0.7890106110616852,-0.28225941326852844
V232,vesta,0.7791343516103905,0.5067511977931568,0.7890106110616852,-0.28225941326852844
V247,vesta,0.7791343516103905,0.5067511977931568,0.7890106110616852,-0.28225941326852844
V265,vesta,0.7791343516103905,0.5067511977931568,0.7890106110616852,-0.28225941326852844
V278,vesta,0.7791343516103905,0.5067511977931568,0.7890106110616852,-0.28225941326852844
V277,vesta,0.7791343516103905,0.5067511977931568,0.7890106110616852,-0.28225941326852844
V276,vesta,0.7791343516103905,0.5067511977931568,0.7890106110616852,-0.28225941326852844
V248,vesta,0.7791343516103905,0.5067511977931568,0.7890106110616852,-0.28225941326852844
V275,vesta,0.7791343516103905,0.5067511977931568,0.7890106110616852,-0.28225941326852844
V274,vesta,0.7791343516103905,0.5067511977931568,0.7890106110616852,-0.28225941326852844
V273,vesta,0.7791343516103905,0.5067511977931568,0.7890106110616852,-0.28225941326852844
V269,vesta,0.7791343516103905,0.5067511977931568,0.7890106110616852,-0.28225941326852844
V268,vesta,0.7791343516103905,0.5067511977931568,0.7890106110616852,-0.28225941326852844
V267,vesta,0.7791343516103905,0.5067511977931568,0.7890106110616852,-0.28225941326852844
V266,vesta,0.7791343516103905,0.5067511977931568,0.7890106110616852,-0.28225941326852844
V240,vesta,0.7791343516103905,0.5067511977931568,0.7890106110616852,-0.28225941326852844
V264,vesta,0.7791343516103905,0.5067511977931568,0.7890106110616852,-0.28225941326852844
V262,vesta,0.7791343516103905,0.5067511977931568,0.7890106110616852,-0.28225941326852844
V261,vesta,0.7791343516103905,0.5067511977931568,0.7890106110616852,-0.28225941326852844
V260,vesta,0.7791343516103905,0.5067511977931568,0.7890106110616852,-0.28225941326852844
V258,vesta,0.7791343516103905,0.5067511977931568,0.7890106110616852,-0.28225941326852844
V257,vesta,0.7791343516103905,0.5067511977931568,0.7890106110616852,-0.28225941326852844
V249,vesta,0.7791343516103905,0.5067511977931568,0.7890106110616852,-0.28225941326852844
V263,vesta,0.7791343516103905,0.5067511977931568,0.7890106110616852,-0.28225941326852844
V254,vesta,0.7791343516103905,0.5067511977931568,0.7890106110616852,-0.28225941326852844
V252,vesta,0.7791343516103905,0.5067511977931568,0.7890106110616852,-0.28225941326852844
V253,vesta,0.7791343516103905,0.5067511977931568,0.7890106110616852,-0.28225941326852844
id_06,identity,0.7682375452975243,0.4685186081401539,0.7791049647555525,-0.3105863566153986
id_05,identity,0.7682375452975243,0.4685186081401539,0.7791049647555525,-0.3105863566153986
R_emaildomain,email,0.7675161716395164,0.4566616657794125,0.7787873523584914,-0.3221256865790789
id_20,identity,0.7641802418125783,0.4661472196680056,0.7749865321815058,-0.3088393125135002
id_19,identity,0.7640837199850984,0.4658084498862701,0.7748987939502735,-0.3090903440640034
id_17,identity,0.7639973583499847,0.4654212844214296,0.7748233390714137,-0.30940205464998405
V183,vesta,0.763553696616656,0.4657600542031651,0.7743513073873836,-0.3085912531842185
V167,vesta,0.763553696616656,0.4657600542031651,0.7743513073873836,-0.3085912531842185
V168,vesta,0.763553696616656,0.4657600542031651,0.7743513073873836,-0.3085912531842185
V172,vesta,0.763553696616656,0.4657600542031651,0.7743513073873836,-0.3085912531842185
V173,vesta,0.763553696616656,0.4657600542031651,0.7743513073873836,-0.3085912531842185
V176,vesta,0.763553696616656,0.4657600542031651,0.7743513073873836,-0.3085912531842185
V178,vesta,0.763553696616656,0.4657600542031651,0.7743513073873836,-0.3085912531842185
V179,vesta,0.763553696616656,0.4657600542031651,0.7743513073873836,-0.3085912531842185
V181,vesta,0.763553696616656,0.4657600542031651,0.7743513073873836,-0.3085912531842185
V182,vesta,0.763553696616656,0.4657600542031651,0.7743513073873836,-0.3085912531842185
V191,vesta,0.763553696616656,0.4657600542031651,0.7743513073873836,-0.3085912531842185
V186,vesta,0.763553696616656,0.4657600542031651,0.7743513073873836,-0.3085912531842185
V206,vesta,0.763553696616656,0.4657600542031651,0.7743513073873836,-0.3085912531842185
V216,vesta,0.763553696616656,0.4657600542031651,0.7743513073873836,-0.3085912531842185
V215,vesta,0.763553696616656,0.4657600542031651,0.7743513073873836,-0.3085912531842185
V214,vesta,0.763553696616656,0.4657600542031651,0.7743513073873836,-0.3085912531842185
V213,vesta,0.763553696616656,0.4657600542031651,0.7743513073873836,-0.3085912531842185
V212,vesta,0.763553696616656,0.4657600542031651,0.7743513073873836,-0.3085912531842185
V211,vesta,0.763553696616656,0.4657600542031651,0.7743513073873836,-0.3085912531842185
V207,vesta,0.763553696616656,0.4657600542031651,0.7743513073873836,-0.3085912531842185
V205,vesta,0.763553696616656,0.4657600542031651,0.7743513073873836,-0.3085912531842185
V187,vesta,0.763553696616656,0.4657600542031651,0.7743513073873836,-0.3085912531842185
V203,vesta,0.763553696616656,0.4657600542031651,0.7743513073873836,-0.3085912531842185
V202,vesta,0.763553696616656,0.4657600542031651,0.7743513073873836,-0.3085912531842185
V199,vesta,0.763553696616656,0.4657600542031651,0.7743513073873836,-0.3085912531842185
V196,vesta,0.763553696616656,0.4657600542031651,0.7743513073873836,-0.3085912531842185
V193,vesta,0.763553696616656,0.4657600542031651,0.7743513073873836,-0.3085912531842185
V192,vesta,0.763553696616656,0.4657600542031651,0.7743513073873836,-0.3085912531842185
V190,vesta,0.763553696616656,0.4657600542031651,0.7743513073873836,-0.3085912531842185
V204,vesta,0.763553696616656,0.4657600542031651,0.7743513073873836,-0.3085912531842185
V177,vesta,0.763553696616656,0.4657600542031651,0.7743513073873836,-0.3085912531842185
V194,vesta,0.7632353439225116,0.464259788026908,0.774075809341314,-0.30981602131440605
V185,vesta,0.7632353439225116,0.464259788026908,0.774075809341314,-0.30981602131440605
V189,vesta,0.7632353439225116,0.464259788026908,0.774075809341314,-0.30981602131440605
V184,vesta,0.7632353439225116,0.464259788026908,0.774075809341314,-0.30981602131440605
V195,vesta,0.7632353439225116,0.464259788026908,0.774075809341314,-0.30981602131440605
V197,vesta,0.7632353439225116,0.464259788026908,0.774075809341314,-0.30981602131440605
V198,vesta,0.7632353439225116,0.464259788026908,0.774075809341314,-0.30981602131440605
V200,vesta,0.7632353439225116,0.464259788026908,0.774075809341314,-0.30981602131440605
V201,vesta,0.7632353439225116,0.464259788026908,0.774075809341314,-0.30981602131440605
V208,vesta,0.7632353439225116,0.464259788026908,0.774075809341314,-0.30981602131440605
V209,vesta,0.7632353439225116,0.464259788026908,0.774075809341314,-0.30981602131440605
V180,vesta,0.7632353439225116,0.464259788026908,0.774075809341314,-0.30981602131440605
V210,vesta,0.7632353439225116,0.464259788026908,0.774075809341314,-0.30981602131440605
V175,vesta,0.7632353439225116,0.464259788026908,0.774075809341314,-0.30981602131440605
V174,vesta,0.7632353439225116,0.464259788026908,0.774075809341314,-0.30981602131440605
V171,vesta,0.7632353439225116,0.464259788026908,0.774075809341314,-0.30981602131440605
V170,vesta,0.7632353439225116,0.464259788026908,0.774075809341314,-0.30981602131440605
V169,vesta,0.7632353439225116,0.464259788026908,0.774075809341314,-0.30981602131440605
V188,vesta,0.7632353439225116,0.464259788026908,0.774075809341314,-0.30981602131440605
id_31,identity,0.7624513157449114,0.45937182403329624,0.7734405845471918,-0.31406876051389554
DeviceType,device,0.7615572188166763,0.4574359967090936,0.772584259410364,-0.31514826270127044
id_02,identity,0.7614522301622244,0.4569036441949378,0.772494766414507,-0.3155911222195692
id_29,identity,0.7612727334304196,0.4570972269273581,0.7723017423057958,-0.31520451537843774
id_28,identity,0.7612727334304196,0.4570972269273581,0.7723017423057958,-0.31520451537843774
id_11,identity,0.7612727334304196,0.4570972269273581,0.7723017423057958,-0.31520451537843774
id_15,identity,0.7612608798726589,0.4569036441949378,0.7722964780119219,-0.31539283381698413
id_38,identity,0.7612608798726589,0.4569036441949378,0.7722964780119219,-0.31539283381698413
id_37,identity,0.7612608798726589,0.4569036441949378,0.7722964780119219,-0.31539283381698413
id_36,identity,0.7612608798726589,0.4569036441949378,0.7722964780119219,-0.31539283381698413
id_35,identity,0.7612608798726589,0.4569036441949378,0.7722964780119219,-0.31539283381698413
V255,vesta,0.7605310393876791,0.4685186081401539,0.7711190309487836,-0.30260042280862975
V239,vesta,0.7605310393876791,0.4685186081401539,0.7711190309487836,-0.30260042280862975
V238,vesta,0.7605310393876791,0.4685186081401539,0.7711190309487836,-0.30260042280862975
V234,vesta,0.7605310393876791,0.4685186081401539,0.7711190309487836,-0.30260042280862975
V220,vesta,0.7605310393876791,0.4685186081401539,0.7711190309487836,-0.30260042280862975
V250,vesta,0.7605310393876791,0.4685186081401539,0.7711190309487836,-0.30260042280862975
V251,vesta,0.7605310393876791,0.4685186081401539,0.7711190309487836,-0.30260042280862975
V221,vesta,0.7605310393876791,0.4685186081401539,0.7711190309487836,-0.30260042280862975
V222,vesta,0.7605310393876791,0.4685186081401539,0.7711190309487836,-0.30260042280862975
V245,vesta,0.7605310393876791,0.4685186081401539,0.7711190309487836,-0.30260042280862975
V227,vesta,0.7605310393876791,0.4685186081401539,0.7711190309487836,-0.30260042280862975
V271,vesta,0.7605310393876791,0.4685186081401539,0.7711190309487836,-0.30260042280862975
V256,vesta,0.7605310393876791,0.4685186081401539,0.7711190309487836,-0.30260042280862975
V259,vesta,0.7605310393876791,0.4685186081401539,0.7711190309487836,-0.30260042280862975
V272,vesta,0.7605310393876791,0.4685186081401539,0.7711190309487836,-0.30260042280862975
V270,vesta,0.7605310393876791,0.4685186081401539,0.7711190309487836,-0.30260042280862975
id_12,identity,0.7557608290716971,0.45225765861685135,0.7667654599150343,-0.31450780129818295
id_01,identity,0.7557608290716971,0.45225765861685135,0.7667654599150343,-0.31450780129818295
dist1,distance,0.596523520845328,0.7698785268354063,0.5902378934401634,0.17964063339524283
M5,match,0.5934940901547736,0.6336930745777477,0.5920365271804267,0.04165654739732105
M7,match,0.5863531682866528,0.7668779944828922,0.5798075725112612,0.18707042197163093
M8,match,0.5863311545365258,0.7668779944828922,0.5797847605711408,0.18709323391175137
M9,match,0.5863311545365258,0.7668779944828922,0.5797847605711408,0.18709323391175137
D5,time deltas,0.524674027161581,0.47345496781687074,0.5265311637423514,-0.053076195925480685
M4,match,0.47658753005723575,0.2529642355901854,0.48469582032614056,-0.23173158473595518
D2,time deltas,0.4754919226470688,0.6191259739631225,0.47028393846391414,0.14884203549920838
V3,vesta,0.47293494090154775,0.7044959589604607,0.4645388390828196,0.23995711987764107
V4,vesta,0.47293494090154775,0.7044959589604607,0.4645388390828196,0.23995711987764107
V5,vesta,0.47293494090154775,0.7044959589604607,0.4645388390828196,0.23995711987764107
V6,vesta,0.47293494090154775,0.7044959589604607,0.4645388390828196,0.23995711987764107
V7,vesta,0.47293494090154775,0.7044959589604607,0.4645388390828196,0.23995711987764107
V8,vesta,0.47293494090154775,0.7044959589604607,0.4645388390828196,0.23995711987764107
V10,vesta,0.47293494090154775,0.7044959589604607,0.4645388390828196,0.23995711987764107
V11,vesta,0.47293494090154775,0.7044959589604607,0.4645388390828196,0.23995711987764107
V1,vesta,0.47293494090154775,0.7044959589604607,0.4645388390828196,0.23995711987764107
V2,vesta,0.47293494090154775,0.7044959589604607,0.4645388390828196,0.23995711987764107
V9,vesta,0.47293494090154775,0.7044959589604607,0.4645388390828196,0.23995711987764107
D11,time deltas,0.47293494090154775,0.7044959589604607,0.4645388390828196,0.23995711987764107
M2,match,0.4590713584177194,0.6930745777476649,0.4505867055522507,0.24248787219541418
M3,match,0.4590713584177194,0.6930745777476649,0.4505867055522507,0.24248787219541418
M1,match,0.4590713584177194,0.6930745777476649,0.4505867055522507,0.24248787219541418
D3,time deltas,0.44514850814508755,0.5344819242123603,0.44190939448337097,0.09257252972898933
M6,match,0.28678836319300977,0.5793447224507574,0.2761806495085782,0.30316407294217923
V48,vesta,0.2861262573238053,0.2950200842084886,0.28580377871014273,0.009216305498345845
V43,vesta,0.2861262573238053,0.2950200842084886,0.28580377871014273,0.009216305498345845
V46,vesta,0.2861262573238053,0.2950200842084886,0.28580377871014273,0.009216305498345845
V47,vesta,0.2861262573238053,0.2950200842084886,0.28580377871014273,0.009216305498345845
V37,vesta,0.2861262573238053,0.2950200842084886,0.28580377871014273,0.009216305498345845
V50,vesta,0.2861262573238053,0.2950200842084886,0.28580377871014273,0.009216305498345845
V49,vesta,0.2861262573238053,0.2950200842084886,0.28580377871014273,0.009216305498345845
V45,vesta,0.2861262573238053,0.2950200842084886,0.28580377871014273,0.009216305498345845
V38,vesta,0.2861262573238053,0.2950200842084886,0.28580377871014273,0.009216305498345845
V51,vesta,0.2861262573238053,0.2950200842084886,0.28580377871014273,0.009216305498345845
V52,vesta,0.2861262573238053,0.2950200842084886,0.28580377871014273,0.009216305498345845
V41,vesta,0.2861262573238053,0.2950200842084886,0.28580377871014273,0.009216305498345845
V40,vesta,0.2861262573238053,0.2950200842084886,0.28580377871014273,0.009216305498345845
V44,vesta,0.2861262573238053,0.2950200842084886,0.28580377871014273,0.009216305498345845
V42,vesta,0.2861262573238053,0.2950200842084886,0.28580377871014273,0.009216305498345845
V39,vesta,0.2861262573238053,0.2950200842084886,0.28580377871014273,0.009216305498345845
V35,vesta,0.2861262573238053,0.2950200842084886,0.28580377871014273,0.009216305498345845
V36,vesta,0.2861262573238053,0.2950200842084886,0.28580377871014273,0.009216305498345845
D4,time deltas,0.2860466691502693,0.2950200842084886,0.2857213047727843,0.009298779435704285
P_emaildomain,email,0.1599485216920107,0.135023955863137,0.16085225408289858,-0.02582829821976157
V80,vesta,0.15098723202492634,0.20693994095726662,0.14895845945704073,0.05798148150022589
V91,vesta,0.15098723202492634,0.20693994095726662,0.14895845945704073,0.05798148150022589
V90,vesta,0.15098723202492634,0.20693994095726662,0.14895845945704073,0.05798148150022589
V94,vesta,0.15098723202492634,0.20693994095726662,0.14895845945704073,0.05798148150022589
V89,vesta,0.15098723202492634,0.20693994095726662,0.14895845945704073,0.05798148150022589
V88,vesta,0.15098723202492634,0.20693994095726662,0.14895845945704073,0.05798148150022589
V87,vesta,0.15098723202492634,0.20693994095726662,0.14895845945704073,0.05798148150022589
V85,vesta,0.15098723202492634,0.20693994095726662,0.14895845945704073,0.05798148150022589
V86,vesta,0.15098723202492634,0.20693994095726662,0.14895845945704073,0.05798148150022589
V84,vesta,0.15098723202492634,0.20693994095726662,0.14895845945704073,0.05798148150022589
V77,vesta,0.15098723202492634,0.20693994095726662,0.14895845945704073,0.05798148150022589
V81,vesta,0.15098723202492634,0.20693994095726662,0.14895845945704073,0.05798148150022589
V79,vesta,0.15098723202492634,0.20693994095726662,0.14895845945704073,0.05798148150022589
V92,vesta,0.15098723202492634,0.20693994095726662,0.14895845945704073,0.05798148150022589
V78,vesta,0.15098723202492634,0.20693994095726662,0.14895845945704073,0.05798148150022589
V93,vesta,0.15098723202492634,0.20693994095726662,0.14895845945704073,0.05798148150022589
V76,vesta,0.15098723202492634,0.20693994095726662,0.14895845945704073,0.05798148150022589
V75,vesta,0.15098723202492634,0.20693994095726662,0.14895845945704073,0.05798148150022589
V82,vesta,0.15098723202492634,0.20693994095726662,0.14895845945704073,0.05798148150022589
V83,vesta,0.15098723202492634,0.20693994095726662,0.14895845945704073,0.05798148150022589
D15,time deltas,0.1509008703898127,0.20693994095726662,0.14886896646118372,0.058070974496082894
V59,vesta,0.13055169844549055,0.21821613512074722,0.1273730998092571,0.09084303531149013
V55,vesta,0.13055169844549055,0.21821613512074722,0.1273730998092571,0.09084303531149013
V56,vesta,0.13055169844549055,0.21821613512074722,0.1273730998092571,0.09084303531149013
V57,vesta,0.13055169844549055,0.21821613512074722,0.1273730998092571,0.09084303531149013
V58,vesta,0.13055169844549055,0.21821613512074722,0.1273730998092571,0.09084303531149013
V54,vesta,0.13055169844549055,0.21821613512074722,0.1273730998092571,0.09084303531149013
V53,vesta,0.13055169844549055,0.21821613512074722,0.1273730998092571,0.09084303531149013
V60,vesta,0.13055169844549055,0.21821613512074722,0.1273730998092571,0.09084303531149013
V68,vesta,0.13055169844549055,0.21821613512074722,0.1273730998092571,0.09084303531149013
V74,vesta,0.13055169844549055,0.21821613512074722,0.1273730998092571,0.09084303531149013
V73,vesta,0.13055169844549055,0.21821613512074722,0.1273730998092571,0.09084303531149013
V72,vesta,0.13055169844549055,0.21821613512074722,0.1273730998092571,0.09084303531149013
V61,vesta,0.13055169844549055,0.21821613512074722,0.1273730998092571,0.09084303531149013
V70,vesta,0.13055169844549055,0.21821613512074722,0.1273730998092571,0.09084303531149013
V69,vesta,0.13055169844549055,0.21821613512074722,0.1273730998092571,0.09084303531149013
V71,vesta,0.13055169844549055,0.21821613512074722,0.1273730998092571,0.09084303531149013
V67,vesta,0.13055169844549055,0.21821613512074722,0.1273730998092571,0.09084303531149013
V66,vesta,0.13055169844549055,0.21821613512074722,0.1273730998092571,0.09084303531149013
V65,vesta,0.13055169844549055,0.21821613512074722,0.1273730998092571,0.09084303531149013
V64,vesta,0.13055169844549055,0.21821613512074722,0.1273730998092571,0.09084303531149013
V63,vesta,0.13055169844549055,0.21821613512074722,0.1273730998092571,0.09084303531149013
V62,vesta,0.13055169844549055,0.21821613512074722,0.1273730998092571,0.09084303531149013
V30,vesta,0.1288193856470349,0.18811402022939555,0.1266694391947736,0.06144458103462194
V29,vesta,0.1288193856470349,0.18811402022939555,0.1266694391947736,0.06144458103462194
V28,vesta,0.1288193856470349,0.18811402022939555,0.1266694391947736,0.06144458103462194
V26,vesta,0.1288193856470349,0.18811402022939555,0.1266694391947736,0.06144458103462194
V25,vesta,0.1288193856470349,0.18811402022939555,0.1266694391947736,0.06144458103462194
V24,vesta,0.1288193856470349,0.18811402022939555,0.1266694391947736,0.06144458103462194
V23,vesta,0.1288193856470349,0.18811402022939555,0.1266694391947736,0.06144458103462194
V22,vesta,0.1288193856470349,0.18811402022939555,0.1266694391947736,0.06144458103462194
V21,vesta,0.1288193856470349,0.18811402022939555,0.1266694391947736,0.06144458103462194
V18,vesta,0.1288193856470349,0.18811402022939555,0.1266694391947736,0.06144458103462194
V12,vesta,0.1288193856470349,0.18811402022939555,0.1266694391947736,0.06144458103462194
V13,vesta,0.1288193856470349,0.18811402022939555,0.1266694391947736,0.06144458103462194
V14,vesta,0.1288193856470349,0.18811402022939555,0.1266694391947736,0.06144458103462194
V15,vesta,0.1288193856470349,0.18811402022939555,0.1266694391947736,0.06144458103462194
V16,vesta,0.1288193856470349,0.18811402022939555,0.1266694391947736,0.06144458103462194
V17,vesta,0.1288193856470349,0.18811402022939555,0.1266694391947736,0.06144458103462194
V32,vesta,0.1288193856470349,0.18811402022939555,0.1266694391947736,0.06144458103462194
V19,vesta,0.1288193856470349,0.18811402022939555,0.1266694391947736,0.06144458103462194
V20,vesta,0.1288193856470349,0.18811402022939555,0.1266694391947736,0.06144458103462194
V31,vesta,0.1288193856470349,0.18811402022939555,0.1266694391947736,0.06144458103462194
V27,vesta,0.1288193856470349,0.18811402022939555,0.1266694391947736,0.06144458103462194
V33,vesta,0.1288193856470349,0.18811402022939555,0.1266694391947736,0.06144458103462194
V34,vesta,0.1288193856470349,0.18811402022939555,0.1266694391947736,0.06144458103462194
D10,time deltas,0.1287330240119213,0.18806562454629047,0.12658170096354127,0.061483923582749206
addr1,address,0.1112642666034477,0.37463098291632385,0.10171493146766758,0.27291605144865627
