TransactionID,day,TransactionDT,has_identity,TransactionAmt,ProductCD,card1,card4,card6,addr1,P_emaildomain,R_emaildomain,DeviceType,C1,C13,D1,D15,M4,id_31,is_fraud,probability,action,decision_at_threshold,category
3518419,161,13989877,True,200.0,H,3291,american express,credit,264.0,gmail.com,gmail.com,desktop,3.0,0.0,0.0,,,safari 10.0,1,0.9987706602434835,block,decline,confident_true_fraud
3558033,175,15170735,True,100.0,R,12883,visa,credit,325.0,yahoo.com,gmail.com,mobile,7.0,0.0,0.0,,,mobile safari 11.0,1,0.9987451434262483,block,decline,confident_true_fraud
3522631,163,14096183,True,66.398,C,5365,mastercard,credit,,gmail.com,gmail.com,desktop,330.0,10.0,43.0,0.0,M2,chrome 66.0,1,0.9987241153397917,block,decline,confident_true_fraud
3519799,162,14047261,True,175.0,R,7381,mastercard,credit,126.0,gmail.com,gmail.com,desktop,10.0,0.0,0.0,,,edge 16.0,1,0.9987239597119965,block,decline,confident_true_fraud
3556347,174,15104444,True,500.0,R,16075,mastercard,credit,123.0,outlook.com,gmail.com,mobile,3.0,0.0,0.0,,,chrome 58.0 for android,1,0.9987158697934678,block,decline,confident_true_fraud
3540441,169,14618073,True,54.225,C,12184,visa,debit,,gmail.com,gmail.com,mobile,86.0,5.0,4.0,0.0,M2,chrome 66.0 for android,1,0.9986115568949883,block,decline,confident_true_fraud
3540434,169,14617840,True,54.225,C,9633,visa,debit,,gmail.com,gmail.com,mobile,85.0,5.0,4.0,0.0,M2,chrome 66.0 for android,1,0.998590132044865,block,decline,confident_true_fraud
3545962,171,14800800,True,300.0,H,6344,discover,credit,310.0,gmail.com,gmail.com,desktop,5.0,0.0,0.0,,,safari 9.0,1,0.9985300453553961,block,decline,confident_true_fraud
3523549,163,14144039,True,13.464,C,4504,mastercard,credit,,hotmail.com,hotmail.com,desktop,203.0,7.0,46.0,0.0,M2,chrome 66.0,1,0.9985269788532843,block,decline,confident_true_fraud
3553780,173,15024407,True,100.0,R,15063,visa,credit,220.0,gmail.com,gmail.com,mobile,6.0,0.0,0.0,,,mobile safari 11.0,1,0.9985139536467305,block,decline,confident_true_fraud
3540435,169,14617887,True,54.225,C,7255,visa,credit,,gmail.com,gmail.com,mobile,86.0,5.0,0.0,0.0,M2,chrome 66.0 for android,1,0.9984480892524245,block,decline,confident_true_fraud
3563457,177,15336570,True,35.0,S,15775,mastercard,credit,264.0,,gmail.com,desktop,7.0,0.0,0.0,,,chrome 66.0,1,0.9984459547702602,block,decline,confident_true_fraud
3522630,163,14096120,True,66.398,C,14076,visa,credit,,gmail.com,gmail.com,desktop,330.0,10.0,43.0,0.0,M2,chrome 66.0,1,0.9984213540412533,block,decline,confident_true_fraud
3538943,168,14585170,True,13.403,C,9026,visa,credit,,hotmail.com,hotmail.com,mobile,203.0,7.0,424.0,0.0,M2,chrome 66.0 for android,1,0.9983343134267006,block,decline,confident_true_fraud
3519778,162,14046842,True,175.0,R,11839,visa,debit,123.0,gmail.com,gmail.com,desktop,8.0,0.0,0.0,,,edge 16.0,1,0.9982984082253544,block,decline,confident_true_fraud
3492819,153,13237810,True,200.0,H,13351,visa,debit,299.0,yahoo.com,yahoo.com,mobile,8.0,0.0,5.0,,,chrome generic,1,0.998272228669135,block,decline,confident_true_fraud
3556625,174,15110223,True,300.0,R,11919,mastercard,debit,330.0,gmail.com,gmail.com,mobile,4.0,0.0,0.0,,,mobile safari 11.0,1,0.9981717393279413,block,decline,confident_true_fraud
3519805,162,14047456,True,175.0,R,11839,visa,debit,420.0,gmail.com,gmail.com,desktop,10.0,0.0,3.0,,,edge 16.0,1,0.9980988229707454,block,decline,confident_true_fraud
3575713,182,15774110,True,14.386,C,16095,mastercard,credit,,hotmail.com,hotmail.com,mobile,195.0,7.0,2.0,0.0,M2,chrome 66.0 for android,1,0.9980897198975053,block,decline,confident_true_fraud
3524086,163,14153671,True,24.346,C,3643,visa,credit,,gmail.com,gmail.com,mobile,6.0,1.0,0.0,0.0,M2,firefox,1,0.9979059933382326,block,decline,confident_true_fraud
3513782,160,13856833,True,300.0,R,16075,mastercard,credit,384.0,gmail.com,gmail.com,mobile,3.0,0.0,0.0,,,samsung browser 6.4,1,0.9979022995618082,block,decline,confident_true_fraud
3519759,162,14046496,True,450.0,R,11690,visa,credit,476.0,gmail.com,gmail.com,desktop,7.0,0.0,0.0,,,edge 16.0,1,0.9978333499552344,block,decline,confident_true_fraud
3558931,175,15190615,True,22.748,C,12730,mastercard,credit,,hotmail.com,hotmail.com,mobile,184.0,7.0,385.0,0.0,M2,chrome 66.0 for android,1,0.9978185578789248,block,decline,confident_true_fraud
3556335,174,15104236,True,500.0,R,15773,mastercard,credit,123.0,outlook.com,gmail.com,mobile,2.0,0.0,0.0,,,chrome 58.0 for android,1,0.9978075993955805,block,decline,confident_true_fraud
3524102,163,14153874,True,24.346,C,9633,visa,debit,,gmail.com,gmail.com,mobile,6.0,1.0,1.0,0.0,M2,firefox,1,0.9977889317051584,block,decline,confident_true_fraud
3559624,175,15202917,True,14.386,C,2256,visa,credit,,hotmail.com,hotmail.com,mobile,185.0,7.0,0.0,0.0,M2,chrome 66.0 for android,1,0.9977646296645216,block,decline,confident_true_fraud
3520640,162,14061645,True,73.776,C,14076,visa,credit,,gmail.com,gmail.com,mobile,330.0,10.0,42.0,0.0,M2,chrome 66.0 for android,1,0.9976785090546746,block,decline,confident_true_fraud
3494175,153,13287192,True,39.593,C,10876,visa,credit,,gmail.com,gmail.com,desktop,31.0,1.0,0.0,0.0,M2,chrome generic,1,0.9976623625404297,block,decline,confident_true_fraud
3516556,161,13933241,True,14.386,C,2256,visa,credit,,hotmail.com,hotmail.com,mobile,199.0,7.0,55.0,0.0,M2,chrome 66.0 for android,1,0.9976158147736996,block,decline,confident_true_fraud
3571634,180,15629791,True,82.629,C,2650,mastercard,debit,,hotmail.com,hotmail.com,mobile,194.0,7.0,0.0,0.0,M2,chrome 66.0 for android,1,0.9976035007540728,block,decline,confident_true_fraud
3556851,174,15114689,True,300.0,R,10023,visa,debit,476.0,gmail.com,gmail.com,mobile,6.0,0.0,0.0,,,mobile safari 11.0,1,0.997567398357509,block,decline,confident_true_fraud
3496539,154,13354782,True,19.551,C,10175,visa,debit,,gmail.com,gmail.com,desktop,16.0,3.0,2.0,0.0,M2,chrome generic,1,0.9975261241761502,block,decline,confident_true_fraud
3529001,165,14306115,True,54.225,C,12184,visa,debit,,gmail.com,gmail.com,mobile,85.0,5.0,0.0,0.0,M2,chrome 66.0 for android,1,0.9974411862384601,block,decline,confident_true_fraud
3540438,169,14617985,True,54.225,C,7255,visa,credit,,gmail.com,gmail.com,mobile,86.0,5.0,0.0,0.0,M2,chrome 66.0 for android,1,0.9974408968596327,block,decline,confident_true_fraud
3565743,178,15422110,True,30.0,S,11735,visa,credit,330.0,,gmail.com,desktop,21.0,0.0,0.0,,,chrome 66.0,1,0.9974401734275888,block,decline,confident_true_fraud
3534425,167,14442360,True,150.0,H,7170,mastercard,debit,325.0,gmail.com,gmail.com,desktop,4.0,0.0,0.0,,,chrome 60.0,1,0.9974126988439185,block,decline,confident_true_fraud
3523546,163,14143996,True,13.464,C,9026,visa,credit,,hotmail.com,hotmail.com,desktop,203.0,7.0,44.0,0.0,M0,chrome 66.0,1,0.9972697407444268,block,decline,confident_true_fraud
3545308,170,14771292,True,300.0,R,14210,visa,credit,476.0,gmail.com,gmail.com,mobile,3.0,0.0,0.0,,,mobile safari 11.0,1,0.9972691659167013,block,decline,confident_true_fraud
3523543,163,14143952,True,13.464,C,13335,mastercard,credit,,hotmail.com,hotmail.com,desktop,203.0,7.0,46.0,0.0,M0,chrome 66.0,1,0.9972451063719738,block,decline,confident_true_fraud
3563455,177,15336492,True,35.0,S,17523,mastercard,credit,204.0,,gmail.com,desktop,6.0,0.0,0.0,,,chrome 66.0,1,0.9972415172915009,block,decline,confident_true_fraud
3575666,182,15772831,True,22.748,C,10086,mastercard,credit,,hotmail.com,hotmail.com,mobile,195.0,7.0,0.0,0.0,M2,chrome 66.0 for android,1,0.9971870231944683,block,decline,confident_true_fraud
3522627,163,14096064,True,66.398,C,9026,visa,credit,,gmail.com,gmail.com,desktop,330.0,10.0,14.0,0.0,M2,chrome 66.0,1,0.997164039996898,block,decline,confident_true_fraud
3512632,159,13815442,True,350.0,R,11839,visa,debit,420.0,gmail.com,gmail.com,mobile,5.0,0.0,0.0,,,mobile safari 11.0,1,0.9971166316966791,block,decline,confident_true_fraud
3565728,178,15421345,True,30.0,S,13844,visa,credit,384.0,,gmail.com,desktop,13.0,0.0,0.0,,,chrome 66.0,1,0.9970349492177292,block,decline,confident_true_fraud
3523081,163,14134149,True,34.921,C,3643,visa,credit,,gmail.com,gmail.com,mobile,6.0,1.0,0.0,0.0,M2,firefox,1,0.9970153665625554,block,decline,confident_true_fraud
3496532,154,13354671,True,19.551,C,10175,visa,debit,,gmail.com,gmail.com,desktop,16.0,3.0,2.0,0.0,M2,chrome generic,1,0.9970103840450284,block,decline,confident_true_fraud
3529000,165,14306060,True,54.225,C,9633,visa,debit,,gmail.com,gmail.com,mobile,84.0,5.0,0.0,0.0,M2,chrome 66.0 for android,1,0.9969740379851835,block,decline,confident_true_fraud
3512621,159,13815205,True,350.0,R,11454,visa,debit,184.0,gmail.com,gmail.com,mobile,4.0,0.0,0.0,,,mobile safari 11.0,1,0.9969236844660363,block,decline,confident_true_fraud
3523534,163,14143829,True,13.464,C,16062,mastercard,credit,,hotmail.com,hotmail.com,desktop,203.0,7.0,0.0,0.0,M2,chrome 66.0,1,0.9967449781816239,block,decline,confident_true_fraud
3565727,178,15421290,True,30.0,S,10616,visa,credit,205.0,,gmail.com,desktop,12.0,0.0,0.0,,,chrome 66.0,1,0.9966568581189733,block,decline,confident_true_fraud
3524076,163,14153561,True,24.346,C,3643,visa,credit,,gmail.com,gmail.com,mobile,6.0,1.0,0.0,0.0,M2,firefox,1,0.9966056204143913,block,decline,confident_true_fraud
3519731,162,14045834,True,450.0,R,7734,visa,credit,126.0,gmail.com,gmail.com,desktop,6.0,0.0,0.0,,,edge 16.0,1,0.9965887698768465,block,decline,confident_true_fraud
3524091,163,14153769,True,24.346,C,9633,visa,debit,,gmail.com,gmail.com,mobile,6.0,1.0,1.0,0.0,M2,firefox,1,0.9965412843043345,block,decline,confident_true_fraud
3520645,162,14061752,True,73.776,C,5812,mastercard,debit,,gmail.com,gmail.com,mobile,330.0,10.0,5.0,0.0,M2,chrome 66.0 for android,1,0.9965332249049812,block,decline,confident_true_fraud
3560132,176,15215209,True,118.287,C,15146,visa,credit,,gmail.com,gmail.com,mobile,17.0,2.0,0.0,0.0,M2,chrome 66.0 for android,1,0.9964616173850976,block,decline,confident_true_fraud
3565734,178,15421636,True,30.0,S,10616,visa,credit,441.0,,gmail.com,desktop,17.0,0.0,0.0,,,chrome 66.0,1,0.9964576320323927,block,decline,confident_true_fraud
3497974,154,13376627,True,30.618,C,9633,visa,debit,,gmail.com,gmail.com,desktop,343.0,13.0,0.0,0.0,M2,chrome generic,1,0.9964032823513077,block,decline,confident_true_fraud
3567690,179,15481761,True,35.966,C,9026,visa,credit,,hotmail.com,hotmail.com,mobile,16.0,1.0,12.0,12.0,M2,chrome 63.0 for android,1,0.9964013279395166,block,decline,confident_true_fraud
3516550,161,13932724,True,22.748,C,9026,visa,credit,,hotmail.com,hotmail.com,mobile,199.0,7.0,267.0,0.0,M2,chrome 66.0 for android,1,0.9963796972553224,block,decline,confident_true_fraud
3519827,162,14047899,True,50.0,R,11690,visa,credit,476.0,gmail.com,gmail.com,desktop,11.0,0.0,0.0,,,edge 16.0,1,0.9963613567219217,block,decline,confident_true_fraud
3519769,162,14046612,True,275.0,R,11690,visa,credit,476.0,gmail.com,gmail.com,desktop,7.0,0.0,0.0,,,edge 16.0,1,0.9963138420112985,block,decline,confident_true_fraud
3495229,154,13305785,True,39.593,C,3154,mastercard,debit,,gmail.com,gmail.com,desktop,32.0,1.0,9.0,0.0,M2,chrome generic,1,0.9962928223948192,block,decline,confident_true_fraud
3569809,180,15562633,True,400.0,R,14671,visa,credit,536.0,gmail.com,gmail.com,mobile,10.0,1.0,0.0,,,mobile safari 10.0,1,0.9961747315244763,block,decline,confident_true_fraud
3577007,182,15800014,True,200.0,R,18337,visa,debit,428.0,yahoo.com,yahoo.com,desktop,5.0,0.0,0.0,,,safari 10.0,1,0.9960330426742063,block,decline,confident_true_fraud
3570053,180,15595291,True,30.0,S,2616,discover,credit,325.0,,gmail.com,desktop,25.0,0.0,3.0,,,chrome 66.0,1,0.9959905784889108,block,decline,confident_true_fraud
3524080,163,14153597,True,24.346,C,3643,visa,credit,,gmail.com,gmail.com,mobile,6.0,1.0,3.0,0.0,M2,firefox,1,0.9959809874686772,block,decline,confident_true_fraud
3528996,165,14305967,True,54.225,C,14076,visa,credit,,gmail.com,gmail.com,mobile,83.0,5.0,0.0,0.0,M2,chrome 66.0 for android,1,0.9959805735221061,block,decline,confident_true_fraud
3495063,153,13302864,True,14.325,C,1976,visa,credit,,outlook.com,outlook.com,desktop,44.0,2.0,13.0,269.0,M0,chrome generic,1,0.995929898856843,block,decline,confident_true_fraud
3523535,163,14143885,True,13.464,C,2256,visa,credit,,hotmail.com,hotmail.com,desktop,203.0,7.0,357.0,0.0,M2,chrome 66.0,1,0.9958649118749348,block,decline,confident_true_fraud
3494166,153,13287067,True,39.593,C,10876,visa,credit,,gmail.com,gmail.com,desktop,31.0,1.0,0.0,198.0,M2,chrome generic,1,0.9958408445261364,block,decline,confident_true_fraud
3577092,182,15801846,True,38.414,C,14276,mastercard,credit,,gmail.com,gmail.com,mobile,10.0,1.0,0.0,0.0,M2,chrome 66.0 for android,1,0.9958112274374363,block,decline,confident_true_fraud
3524095,163,14153814,True,24.346,C,9633,visa,debit,,gmail.com,gmail.com,mobile,6.0,1.0,1.0,0.0,M2,firefox,1,0.9957095556953303,block,decline,confident_true_fraud
3570779,180,15612938,True,82.629,C,17284,visa,credit,,hotmail.com,hotmail.com,mobile,191.0,7.0,0.0,0.0,M2,chrome 66.0 for android,1,0.9956488935978071,block,decline,confident_true_fraud
3505107,157,13570114,True,350.0,R,2884,visa,debit,299.0,gmail.com,gmail.com,mobile,3.0,0.0,0.0,,,mobile safari generic,1,0.9955997310305554,block,decline,confident_true_fraud
3496554,154,13354944,True,19.551,C,9633,visa,debit,,gmail.com,gmail.com,desktop,17.0,3.0,0.0,0.0,M2,chrome generic,1,0.9955869541657426,block,decline,confident_true_fraud
3567683,179,15481320,True,27.666,C,2256,visa,credit,,hotmail.com,hotmail.com,mobile,8.0,0.0,0.0,3.0,M2,chrome 66.0 for android,1,0.9955386831582064,block,decline,confident_true_fraud
3565724,178,15421103,True,30.0,S,11162,mastercard,debit,110.0,,gmail.com,desktop,9.0,0.0,0.0,,,chrome 66.0,1,0.9955258565869344,block,decline,confident_true_fraud
3551652,173,14952037,True,28.834,C,5365,mastercard,credit,,hotmail.com,hotmail.com,mobile,16.0,1.0,0.0,6.0,M2,chrome 63.0 for android,1,0.9954994651349772,block,decline,confident_true_fraud
3543609,170,14710246,True,35.966,C,9026,visa,credit,,hotmail.com,hotmail.com,mobile,12.0,1.0,3.0,3.0,M2,chrome 63.0 for android,1,0.9954878089954102,block,decline,confident_true_fraud
3534302,167,14438379,True,150.0,H,16075,mastercard,credit,299.0,gmail.com,gmail.com,desktop,3.0,0.0,0.0,,,chrome 60.0,1,0.9954472076554922,block,decline,confident_true_fraud
3499712,155,13413642,True,19.551,C,9633,visa,debit,,gmail.com,gmail.com,desktop,26.0,4.0,0.0,0.0,M2,chrome generic,1,0.9953421340791584,block,decline,confident_true_fraud
3513829,160,13864691,True,600.0,R,6019,visa,credit,472.0,gmail.com,gmail.com,mobile,4.0,0.0,0.0,,,mobile safari 11.0,1,0.9952295849099607,block,decline,confident_true_fraud
3510925,159,13755675,True,31.97,C,15944,mastercard,credit,,gmail.com,gmail.com,desktop,12.0,1.0,24.0,0.0,M0,chrome 66.0,1,0.9951430742600107,block,decline,confident_true_fraud
3495845,154,13319130,True,39.593,C,5812,mastercard,debit,,gmail.com,gmail.com,mobile,32.0,1.0,0.0,0.0,M2,chrome generic for android,1,0.9951403692074253,block,decline,confident_true_fraud
3565718,178,15420723,True,30.0,S,2616,discover,credit,325.0,,gmail.com,desktop,7.0,0.0,1.0,,,,1,0.9951392872308564,block,decline,confident_true_fraud
3542870,169,14685235,True,22.993,C,9633,visa,debit,,gmail.com,gmail.com,desktop,20.0,0.0,0.0,5.0,M2,chrome 66.0,1,0.9951069748644049,block,decline,confident_true_fraud
3524083,163,14153631,True,24.346,C,3643,visa,credit,,gmail.com,gmail.com,mobile,6.0,1.0,0.0,0.0,M2,firefox,1,0.9950337130279919,block,decline,confident_true_fraud
3568818,179,15537444,True,22.625,C,5812,mastercard,debit,,hotmail.com,hotmail.com,mobile,14.0,1.0,6.0,0.0,M2,google,0,0.9949981024808868,block,decline,high_confidence_false_positive
3534433,167,14442669,True,150.0,H,3804,visa,credit,158.0,gmail.com,gmail.com,desktop,5.0,0.0,0.0,,,chrome 60.0,1,0.9949408982727449,block,decline,confident_true_fraud
3569467,180,15553135,True,30.0,S,2616,discover,credit,325.0,,gmail.com,desktop,25.0,0.0,3.0,,,chrome 66.0,1,0.9949233935794167,block,decline,confident_true_fraud
3510153,158,13736214,True,27.051,C,10876,visa,credit,,gmail.com,gmail.com,desktop,46.0,4.0,207.0,0.0,M0,chrome 66.0,1,0.9948902867104177,block,decline,confident_true_fraud
3551698,173,14952765,True,76.543,C,9026,visa,credit,,gmail.com,gmail.com,mobile,9.0,1.0,0.0,0.0,M2,chrome 66.0 for android,0,0.99477103298639,block,decline,high_confidence_false_positive
3570740,180,15612301,True,82.629,C,10876,visa,credit,,hotmail.com,hotmail.com,mobile,189.0,7.0,0.0,0.0,M2,chrome 66.0 for android,1,0.9947275016873419,block,decline,confident_true_fraud
3502635,156,13484238,True,275.0,R,5957,american express,credit,315.0,gmail.com,gmail.com,desktop,6.0,0.0,0.0,2.0,,chrome generic,1,0.994726428976759,block,decline,confident_true_fraud
3569699,180,15559262,True,130.645,C,17147,mastercard,credit,,gmail.com,gmail.com,desktop,8.0,0.0,0.0,0.0,M2,chrome 66.0,0,0.9947122177330243,block,decline,high_confidence_false_positive
3551650,173,14951955,True,28.834,C,5365,mastercard,credit,,hotmail.com,hotmail.com,mobile,15.0,1.0,73.0,6.0,M2,chrome 63.0 for android,1,0.9946800562007533,block,decline,confident_true_fraud
3545960,171,14800675,True,300.0,H,6019,visa,credit,310.0,gmail.com,gmail.com,desktop,4.0,0.0,0.0,,,safari 9.0,1,0.9946432965777053,block,decline,confident_true_fraud
3523515,163,14143649,True,13.464,C,5943,visa,debit,,hotmail.com,hotmail.com,desktop,200.0,7.0,34.0,0.0,M0,chrome 66.0,1,0.9945710600012088,block,decline,confident_true_fraud
3507277,158,13653025,True,8.361,C,2039,mastercard,credit,,gmail.com,gmail.com,desktop,105.0,6.0,0.0,0.0,M2,chrome generic,1,0.9944298220216606,block,decline,confident_true_fraud
3523036,163,14132529,True,34.921,C,3643,visa,credit,,gmail.com,gmail.com,mobile,6.0,1.0,0.0,3.0,M2,firefox,1,0.9944298220216606,block,decline,confident_true_fraud
3543614,170,14710722,True,29.818,C,9026,visa,credit,,hotmail.com,hotmail.com,mobile,12.0,1.0,3.0,3.0,M2,chrome 63.0 for android,1,0.9943703301989723,block,decline,confident_true_fraud
3495045,153,13302675,True,14.325,C,12184,visa,debit,,outlook.com,outlook.com,desktop,43.0,2.0,0.0,269.0,M2,chrome generic,1,0.9943586794626826,block,decline,confident_true_fraud
3516558,161,13933326,True,14.386,C,5943,visa,debit,,hotmail.com,hotmail.com,mobile,199.0,7.0,146.0,0.0,M2,chrome 66.0 for android,1,0.994352355841224,block,decline,confident_true_fraud
3522625,163,14096006,True,66.398,C,3154,mastercard,debit,,gmail.com,gmail.com,desktop,330.0,10.0,22.0,0.0,M2,chrome 66.0,1,0.9943281998263669,block,decline,confident_true_fraud
3525155,164,14174958,True,150.0,H,9803,visa,credit,441.0,live.com,gmail.com,mobile,3.0,0.0,0.0,,,mobile safari 11.0,1,0.994266960014733,block,decline,confident_true_fraud
3542884,169,14685500,True,22.993,C,9633,visa,debit,,gmail.com,gmail.com,desktop,22.0,0.0,0.0,5.0,M2,chrome 66.0,1,0.9942397202374905,block,decline,confident_true_fraud
3551647,173,14951892,True,28.834,C,5365,mastercard,credit,,hotmail.com,hotmail.com,mobile,14.0,1.0,0.0,6.0,M2,chrome 63.0 for android,1,0.9942303555570166,block,decline,confident_true_fraud
3519856,162,14048313,True,50.0,R,16683,visa,debit,476.0,gmail.com,gmail.com,desktop,12.0,0.0,0.0,,,edge 16.0,1,0.9941932446768927,block,decline,confident_true_fraud
3542876,169,14685356,True,22.993,C,9633,visa,debit,,gmail.com,gmail.com,desktop,21.0,0.0,0.0,5.0,M2,chrome 66.0,1,0.9941831580400372,block,decline,confident_true_fraud
3577004,182,15799977,True,300.0,R,18337,visa,debit,428.0,yahoo.com,yahoo.com,desktop,5.0,0.0,0.0,,,safari 10.0,1,0.9941748644922656,block,decline,confident_true_fraud
3523530,163,14143770,True,13.464,C,12730,mastercard,credit,,hotmail.com,hotmail.com,desktop,202.0,7.0,0.0,0.0,M0,chrome 66.0,1,0.9941668375255118,block,decline,confident_true_fraud
3495038,153,13302583,True,14.325,C,5812,mastercard,debit,,outlook.com,outlook.com,desktop,42.0,2.0,0.0,269.0,M0,chrome generic,1,0.9941501902614419,block,decline,confident_true_fraud
3494009,153,13283917,True,47.708,C,10175,visa,debit,,gmail.com,gmail.com,desktop,13.0,3.0,1.0,0.0,M2,chrome generic,1,0.9941056452654409,block,decline,confident_true_fraud
3548165,171,14859788,True,17.46,C,15944,mastercard,credit,,gmail.com,gmail.com,mobile,9.0,1.0,0.0,8.0,M2,chrome 66.0 for android,1,0.9940728558410585,block,decline,confident_true_fraud
3577103,182,15802102,True,38.414,C,2021,mastercard,credit,,gmail.com,gmail.com,mobile,11.0,1.0,0.0,0.0,M2,chrome 66.0 for android,1,0.9940640490217197,block,decline,confident_true_fraud
3550987,172,14939816,True,55.639,C,1976,visa,credit,,hotmail.com,hotmail.com,desktop,19.0,1.0,0.0,0.0,M2,chrome 66.0,1,0.9939974795466103,block,decline,confident_true_fraud
3542865,169,14685163,True,22.993,C,9633,visa,debit,,gmail.com,gmail.com,desktop,19.0,0.0,0.0,5.0,M2,chrome 66.0,1,0.9939947681353808,block,decline,confident_true_fraud
3569379,179,15550874,True,30.0,S,2616,discover,credit,325.0,,gmail.com,desktop,25.0,0.0,2.0,,,chrome 66.0,1,0.9939862379528341,block,decline,confident_true_fraud
3575720,182,15774256,True,14.386,C,9300,visa,debit,,hotmail.com,hotmail.com,mobile,196.0,7.0,0.0,0.0,M2,chrome 66.0 for android,1,0.993910844203458,block,decline,confident_true_fraud
3497971,154,13376562,True,30.618,C,3154,mastercard,debit,,gmail.com,gmail.com,desktop,342.0,13.0,13.0,0.0,M2,chrome generic,1,0.9939023265060473,block,decline,confident_true_fraud
3514741,160,13887124,True,400.0,R,14479,visa,credit,315.0,gmail.com,gmail.com,mobile,4.0,0.0,0.0,,,mobile safari 11.0,1,0.9938371317001146,block,decline,confident_true_fraud
3565748,178,15422222,True,30.0,S,13285,visa,credit,204.0,,gmail.com,desktop,23.0,0.0,0.0,,,,1,0.9936634129988341,block,decline,confident_true_fraud
3495077,153,13303241,True,14.325,C,3154,mastercard,debit,,outlook.com,outlook.com,desktop,44.0,2.0,11.0,0.0,M2,chrome generic,1,0.9936023564125693,block,decline,confident_true_fraud
3542862,169,14685067,True,22.993,C,9633,visa,debit,,gmail.com,gmail.com,desktop,18.0,0.0,0.0,5.0,M2,chrome 66.0,1,0.9935667630489905,block,decline,confident_true_fraud
