TransactionID,TransactionDT,TransactionAmt,ProductCD,card1,card2,card3,card4,card5,card6,addr1,addr2,dist1,dist2,P_emaildomain,R_emaildomain,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14,D15,M1,M2,M3,M4,M5,M6,M7,M8,M9,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164,V165,V166,V167,V168,V169,V170,V171,V172,V173,V174,V175,V176,V177,V178,V179,V180,V181,V182,V183,V184,V185,V186,V187,V188,V189,V190,V191,V192,V193,V194,V195,V196,V197,V198,V199,V200,V201,V202,V203,V204,V205,V206,V207,V208,V209,V210,V211,V212,V213,V214,V215,V216,V217,V218,V219,V220,V221,V222,V223,V224,V225,V226,V227,V228,V229,V230,V231,V232,V233,V234,V235,V236,V237,V238,V239,V240,V241,V242,V243,V244,V245,V246,V247,V248,V249,V250,V251,V252,V253,V254,V255,V256,V257,V258,V259,V260,V261,V262,V263,V264,V265,V266,V267,V268,V269,V270,V271,V272,V273,V274,V275,V276,V277,V278,V279,V280,V281,V282,V283,V284,V285,V286,V287,V288,V289,V290,V291,V292,V293,V294,V295,V296,V297,V298,V299,V300,V301,V302,V303,V304,V305,V306,V307,V308,V309,V310,V311,V312,V313,V314,V315,V316,V317,V318,V319,V320,V321,V322,V323,V324,V325,V326,V327,V328,V329,V330,V331,V332,V333,V334,V335,V336,V337,V338,V339,id_01,id_02,id_03,id_04,id_05,id_06,id_07,id_08,id_09,id_10,id_11,id_12,id_13,id_14,id_15,id_16,id_17,id_18,id_19,id_20,id_21,id_22,id_23,id_24,id_25,id_26,id_27,id_28,id_29,id_30,id_31,id_32,id_33,id_34,id_35,id_36,id_37,id_38,DeviceType,DeviceInfo
2987047,1579343,70.23,R,17568,246.4,290.2,mastercard,196.6,debit,411.9,60.5,606.0,,gmail.com,gmail.com,9.0,10.0,1.0,14.0,7.0,8.0,10.0,16.0,18.0,14.0,14.0,0.0,2.0,8.0,30.6,15.4,557.0,505.3,,,289.7,430.1,,275.1,,89.8,,,,,F,T,M1,,,,F,F,,,,,,2.1,,,,,,,,,,,3.0,2.9,,4.5,,,,,,0.7,,5.0,,,,4.3,,,,,,,,,,,,,0.7,,,,4.2,0.5,,,,,4.4,,,,1.3,3.3,,4.2,1.5,,,3.9,,,4.4,,,4.6,,1.9,,,2.8,,,,,,,,,,,,,,,,,,,,2.1,2.7,1.1,4.2,0.4,,2.9,,,,,,,,,,,,,2.8,,2.0,1.1,,,0.5,,,,,3.0,,,,4.5,,,,,3.5,,,1.7,,4.4,,,,,1.2,,,,,,4.5,,1.1,3.8,,,3.7,,0.7,,,,0.5,,,,,,,,,,,,3.7,,,1.2,,,1.0,,,1.2,,,,1.5,,,,3.2,,,,,,,,,,4.1,,,,,,,,4.2,,,,,1.8,,4.4,1.0,,,,,1.0,4.5,4.0,,1.9,2.8,,1.1,,,,2.0,,,,1.5,,,,,4.1,,,0.7,,,,4.1,,,,,,,,,,,,0.4,,,,,,4.5,,,,3.4,,0.9,,4.6,1.1,,,,,,,,,,,,,,0.2,,0.5,,,,,4.9,,,,2.9,,,4.8,,2.7,3.1,,,,,,,,,,0.7,,1.6,,,,,,,,1.2,,,1.6,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2987048,1584864,26.56,W,3029,394.4,323.8,mastercard,,debit,258.9,92.7,2248.8,,hotmail.com,,3.0,3.0,12.0,18.0,7.0,11.0,14.0,6.0,7.0,18.0,4.0,11.0,6.0,10.0,,517.1,,534.8,,,,,92.8,,365.5,422.4,556.7,,,,,,M1,,F,,T,F,,,0.2,3.4,0.0,2.8,2.2,,1.8,,,,3.9,1.9,,,,,3.1,,,,,,2.0,,1.2,0.4,2.8,,2.9,3.8,,2.8,,4.4,1.7,,,,,,,,,,4.9,,,,,3.9,,,,,,3.9,1.7,,,0.5,0.5,0.9,,1.4,,,,0.7,,,4.2,,,,,1.0,,,,,,,4.8,,,,,,,,,,4.8,5.0,,,3.2,,,4.5,4.2,2.2,,,,3.2,,,,,,,,,,,,,,2.0,,3.4,,,,,,,2.4,,,4.9,,1.1,,,0.8,4.9,,,,2.4,3.3,,2.9,,1.1,,,,,,3.1,,,,0.4,,,4.9,,0.7,,,0.8,,,,,2.0,2.0,,,,,,0.8,3.5,0.4,4.1,2.0,,1.1,1.8,,,,,,,2.6,,0.4,,,0.2,1.0,0.3,4.3,,4.5,,,,,,,,,,,,,,,,0.4,,,,3.5,,,,,,,,1.0,,,2.8,,,,,,,0.6,,,,,,,,1.8,,,,,0.9,,,4.1,,3.0,,,2.1,3.4,,,,3.5,,,,,,,,,,,,,,,,,3.0,0.3,,,,,,,0.5,3.4,,,4.8,3.8,,,,,,,,4.5,,,,,2.7,,,,2.6,,4.7,4.2,,4.5,,1.4,,,,,,,0.9,,,,0.9,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2987049,1594840,18.42,S,7949,368.2,196.9,visa,172.5,debit,383.9,82.3,,,,gmail.com,11.0,6.0,4.0,9.0,17.0,19.0,10.0,2.0,15.0,10.0,4.0,6.0,6.0,3.0,,,366.6,,,,247.8,,,533.9,357.1,134.2,,,334.1,T,T,T,,F,,,T,,,,,,,,,,3.1,,,,0.9,,3.0,,,,2.2,,,,,1.8,,2.8,,,4.2,,,,4.3,,,4.8,,2.9,,,0.9,2.4,,,2.5,3.7,,,,0.0,,1.2,,,,,,2.0,,,3.8,,,,,4.5,,,3.3,,1.4,,2.6,0.7,,4.2,,,0.3,,,,,,0.0,1.8,,,,,3.0,,,1.3,0.2,,,,1.0,,,,,2.6,4.0,,,4.1,,,,0.0,,,2.8,4.1,,,0.2,,,,,,,,,4.1,,0.8,,,,,,0.1,,0.2,,,0.2,,4.6,,,2.9,,,,0.6,,,,,2.8,2.1,,,,,,,,0.5,,,1.8,,,1.1,,,,,,,2.5,,,3.0,,4.8,,4.1,,,,,4.3,4.5,,4.1,,,,,3.8,,2.7,,,,,,3.2,,,,3.9,,,3.3,,,1.8,,,2.2,4.2,4.4,3.7,1.9,4.7,3.2,,,,,,,,,,2.5,,,3.4,,1.6,,,,,,1.1,,,1.5,2.1,,,4.0,,2.0,,5.0,,,2.3,,4.5,,,0.0,,,2.8,,,4.8,,0.4,0.5,,,,,0.7,,,,,,2.8,4.6,,2.4,,,,3.0,,,,3.4,,,,,,3.0,,,,5.0,,,,,2.3,,,1.7,,2.9,2.2,,3.8,4.4,,,,2.0,,,,,,,,,,,,3.0,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2987050,1670129,30.6,R,9533,241.7,174.0,mastercard,247.9,credit,328.3,82.3,471.8,,gmail.com,,7.0,6.0,10.0,6.0,19.0,1.0,13.0,15.0,0.0,11.0,8.0,16.0,9.0,13.0,,,,4.4,533.4,,193.4,,203.0,129.1,389.8,75.7,541.1,,,,,F,,,,F,F,,,,0.3,,,,3.6,,,,,,2.4,,1.5,,,,,,,,,,,4.8,,,4.9,,2.8,,,,,0.2,,,0.7,,4.2,,,,4.0,,,,,,,3.9,,4.9,,,,,,3.5,3.2,2.2,,1.1,0.7,1.1,2.4,,,,2.3,,,,,,,3.6,1.3,,4.0,,,,2.0,,,,,,1.0,,,,,0.6,,,0.9,,,1.3,,2.8,0.0,,,,,,3.3,,,,1.3,,0.3,,3.2,,,,2.8,3.4,,,,,,4.5,,,1.5,1.2,,,1.0,,,,3.2,4.9,,,1.6,,,4.7,0.1,,3.6,,,2.2,3.6,,,,,,2.6,,,4.6,,,,,,,,,,1.0,,,,,2.0,,,,2.3,,,,,,,2.0,,,,1.2,4.9,,,2.7,,4.8,,,,,,,4.6,,,,,,0.0,,,,,2.9,,,2.8,,,,2.9,,,0.2,,1.9,,,,,0.2,1.4,,3.3,3.8,,,,3.9,,,,,,,,,,,,,,,,,3.7,,,,,1.7,,,,,,,,,2.2,,,,,,,1.3,,3.3,2.3,,2.3,,,1.9,,1.4,,,,,,,,,,4.4,,,,,4.7,,3.8,,,,2.6,2.7,,,3.8,,,,,,,,0.7,,,,,,0.7,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2987051,1674566,34.44,W,11145,102.8,104.4,visa,235.3,debit,277.5,96.8,,,,,8.0,10.0,17.0,3.0,19.0,8.0,18.0,1.0,14.0,18.0,11.0,1.0,12.0,1.0,84.0,290.8,435.9,,37.3,112.7,,,,109.6,,89.9,53.3,86.0,36.2,F,T,,,F,T,,,F,,,,3.7,,,,,2.6,0.4,,1.8,,,,,,4.5,4.2,,4.5,,,0.6,4.8,4.5,,4.1,3.5,,,1.1,,4.2,,,,,3.7,,,,2.6,,,,,0.9,,,,,0.9,,,,2.8,,3.3,,2.4,,,3.4,,,4.3,1.9,,,4.1,3.0,,,,4.1,0.8,,2.4,,,,,,,4.5,,,,4.1,,3.0,,3.1,,1.3,,,,,,,,,2.3,,2.9,2.4,,3.9,,,,,,,,,4.1,4.2,,,0.3,2.6,,,0.4,,,,,,,,,,3.4,4.9,,1.7,,,,,1.9,2.0,,1.3,,,,,,,,,1.4,,,,2.7,,,,,,,,0.4,,1.8,,2.2,,,4.1,,,,,,,,,,,,,,,2.6,,,,,0.8,2.2,,,4.5,,3.8,,3.6,0.4,4.0,,,,,3.9,,2.6,3.7,,1.0,,,,,0.8,3.4,,,,,,,,,,,4.5,2.7,,2.4,1.7,,3.0,,,,2.7,,,,,,,,,3.5,,,2.7,,0.9,,,,,,,,,,,,1.3,,,,,,,3.3,,,1.1,,3.4,1.9,2.7,,,0.9,,,,,,3.9,,,,,0.6,,1.5,,0.1,,,,0.2,,4.0,,,,,4.6,,,,3.2,,3.8,,,0.1,,2.7,,,,,1.2,0.8,4.2,,,2.6,,,,4.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2987052,1704316,107.69,H,2408,533.9,526.6,mastercard,531.1,credit,120.0,86.7,1258.4,,hotmail.com,,7.0,17.0,4.0,19.0,0.0,16.0,17.0,19.0,3.0,13.0,16.0,2.0,3.0,2.0,,,,,,,,156.3,355.8,,,,203.8,239.2,367.6,T,,F,M0,T,T,,F,F,,0.1,,0.2,,,,,3.5,4.9,0.1,0.3,,,1.6,,5.0,,1.4,0.6,,1.9,,,,,3.4,4.0,3.6,,3.5,,,,,,,,3.4,,,,,,2.9,3.2,0.6,3.3,4.4,4.2,,,2.6,,3.8,2.1,1.5,,,,2.7,,3.3,4.4,,,,1.6,,,,4.9,,4.3,,,,,,2.6,,3.3,,,4.6,,,0.2,,,,,,,4.2,,,,,,,,,1.9,5.0,,,,,,,1.9,3.3,3.0,4.3,4.0,,,0.7,,2.2,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,1.9,2.5,2.3,4.2,,,,3.7,,3.3,,,0.3,,,,,,,,,,,4.9,,1.7,,0.0,,,,4.5,,,,4.6,,,,0.6,,1.5,,,,,,,,,,,,,,,,,,2.8,0.6,,1.8,,,,,,2.1,4.7,,4.3,,,1.8,,,,,,,,0.8,1.1,,,,,,,,,,,,,,,,,,4.0,,,,1.9,,,3.6,3.0,,,,,,,2.0,1.5,,,,4.0,,,0.4,2.4,,,,,2.6,,,,5.0,,,,,,,,,1.4,1.0,,,,1.1,,1.8,,,,,,,,4.2,0.6,,,,,3.1,,0.2,,1.0,,2.0,,,2.4,4.5,,2.7,3.8,2.7,,,,,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2987053,1749825,83.78,S,15787,258.4,473.7,mastercard,,debit,409.6,54.0,2938.9,,gmail.com,yahoo.com,9.0,4.0,16.0,7.0,19.0,5.0,4.0,3.0,5.0,6.0,14.0,18.0,12.0,18.0,,,166.9,437.1,291.3,323.2,,,458.5,,,3.7,133.6,292.7,,F,F,,M1,T,,,F,T,,2.3,,,,2.4,,3.0,3.2,,1.4,,3.1,,,0.9,,,,1.8,,,,,,3.9,,,0.2,3.5,2.3,,,3.6,,,,,1.9,1.5,1.1,,,,,,,,,,,,,4.2,,,,3.5,,,,1.6,,,,,,,3.5,,2.9,,4.9,,,2.5,,,,,,4.7,,1.2,,,,,,,2.4,2.6,,,,,0.2,,0.0,,,,,4.0,,,,,4.8,,,,,,,,,3.1,3.1,4.5,,1.6,,,,,,,,,,2.5,0.4,3.7,,,,,,,,,,,,,,,,2.6,,,3.9,2.2,,1.4,,,1.6,,,,2.7,,,,,4.1,,,,,,3.8,,,,,1.4,4.4,,,1.5,,4.2,,,4.6,,1.9,,,,,,3.0,,,,,,,1.6,,,,,,4.9,,,,,2.1,,,0.9,1.1,,,3.1,,,,,,,4.7,2.6,,,,,3.6,,,,2.9,,2.7,4.1,,3.5,,,,,,,,,,,,,,,,,,,,,1.9,,,,0.2,2.5,,,,0.9,,,,,1.9,,,,3.9,,,,,,,,4.9,,,,,,,,3.3,,,,,,2.4,,,,,0.6,,,,,,,,,0.5,,0.2,,,,,,,,,,,1.2,2.2,,,,4.9,,,,25.8,-13.3,47.8,,,41.8,,42.1,,,-22.1,,-11.6,,,,40.4,-9.7,-12.3,,,49.6,,31.7,-37.4,27.2,Found,,NotFound,,Found,46.4,NotFound,,NotFound,,New,NotFound,mobile,
2987054,1794667,10.52,H,2045,471.9,394.8,visa,255.9,debit,484.3,,,,gmail.com,,10.0,9.0,1.0,18.0,11.0,12.0,11.0,4.0,9.0,1.0,11.0,2.0,2.0,17.0,,,203.2,365.2,,544.7,,1.9,572.8,,,,,399.7,319.1,F,F,T,M0,T,T,F,,F,,,1.7,,4.0,,1.6,,,,,2.8,,,,,0.9,,1.2,,1.0,,3.2,3.7,,4.3,,,,,,4.0,,,,,,0.5,4.7,,,,,,2.0,2.0,,,2.6,2.6,0.3,3.0,4.5,3.7,1.2,,,,3.5,,,,3.7,,,,,,,,,4.3,,,,,,,,4.8,,3.8,1.0,0.4,,,,,3.6,,,2.6,2.3,,,,,,,,,,,,,,,2.3,,,,0.6,,,,0.8,,,,,,2.9,,,2.1,,,,,4.7,,,,,1.3,,,1.3,,1.3,1.8,,,3.8,4.7,,,,,,,,4.3,,3.0,1.4,,,1.0,,3.9,,,,,,,,,2.1,1.6,,,2.9,,4.4,,,,4.8,,,,,,,0.3,2.2,,4.3,,,2.8,5.0,,4.6,0.4,,0.2,1.9,,,0.6,,,4.6,,,,3.2,2.8,1.7,0.1,,,,,,3.6,,,,0.7,,,,,2.9,5.0,2.3,1.8,4.2,,1.2,,1.5,,0.5,,,,1.5,,2.7,,,,1.4,,,3.4,3.1,1.1,1.4,,,,,,,,,4.6,,,,,,4.7,,,,,,,1.5,,4.7,,,,,,,2.3,,,,,,,,,3.2,,,,,,,,,,,0.6,3.5,,,4.0,,2.1,4.1,,,4.0,,,,,,,2.0,,,,1.3,,,,3.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2987055,1833502,38.39,H,8246,283.1,439.8,visa,275.8,credit,255.6,90.5,,,gmail.com,,0.0,9.0,3.0,10.0,8.0,17.0,7.0,0.0,10.0,13.0,4.0,0.0,6.0,17.0,373.5,,,,85.4,593.3,357.9,382.3,,,22.5,556.0,574.2,,,,,T,M1,F,,T,F,,3.3,0.1,4.9,,3.9,,2.8,,,,,1.6,,,,,3.4,,,,,,,4.2,,3.6,0.8,3.5,,,,,2.9,,,,0.2,,,,,,,1.2,,,,1.1,,,,,,,2.0,,,,,1.4,,3.7,,0.2,,4.9,,1.0,,0.2,,,4.9,0.9,3.9,,1.5,,0.9,2.6,,,,,,,,2.0,,4.9,2.2,,0.8,,,4.0,,,,,,,,,,,4.4,3.6,2.5,,,,0.4,,,3.2,4.3,,,,0.9,3.3,,2.5,,,3.2,,,4.0,,3.1,,,1.8,,1.3,,,,,,2.1,4.4,,,,3.8,,,,,,0.3,4.3,,2.5,,,,,,,,,,1.1,2.6,,,,,,,,4.7,,,,,,,2.0,,,,,,,,,,1.5,,,4.7,,,,0.9,,,,,4.4,,,4.0,,4.6,1.5,1.2,,,4.7,1.9,,1.9,2.6,4.4,,,3.3,,,,2.5,3.4,,,,,,,1.2,,,,,,,,2.2,,4.4,,,,,,,,,4.3,,,,,,1.4,3.4,,,,3.4,0.5,,,,,3.7,0.7,,,,3.1,4.8,,2.9,,,,,3.7,,,,,,,,,,,,,,,,2.2,,,,,,3.9,0.2,,,4.4,,0.9,3.1,1.9,,3.3,3.9,,,,,,,,,3.4,0.4,,,,,,,0.4,1.5,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2987056,1856900,83.32,S,13611,473.3,119.9,mastercard,383.1,credit,,47.3,1013.8,2180.0,hotmail.com,,15.0,19.0,18.0,0.0,5.0,14.0,11.0,3.0,1.0,0.0,19.0,2.0,17.0,6.0,,,390.2,,,394.9,,107.5,149.6,103.3,222.8,113.5,,402.4,517.7,T,,,M2,,,T,,,,,,,,2.7,2.6,,4.0,4.7,,,0.8,,,3.9,2.3,0.2,,,,,2.3,2.1,,3.7,,,,1.0,,,,,,,1.6,,5.0,,3.5,,1.2,,,0.4,,,2.0,2.0,,0.2,,,0.4,,,,,,3.4,,0.2,,,0.2,,,,3.8,,,,,3.4,0.5,,4.2,,,,,,,0.8,,,,,,,0.5,,,4.8,,3.2,3.9,,2.8,,,,,,3.0,,,1.5,,2.6,,,2.1,0.3,0.5,3.1,2.4,,4.2,,,,0.7,,1.8,,,,,3.8,2.0,1.1,,,,,,,,,,,,,,4.1,,,,,,0.2,2.1,,,,,,0.2,,,,3.6,,2.0,,0.4,0.9,,1.5,,,0.1,,,,,,,,0.4,,4.9,,,,,,,,,,,1.2,,,,,,,,,4.2,4.4,,2.1,,,,,1.0,0.3,,0.6,,,,0.3,,,,4.0,,,,,0.8,,1.3,,,,0.6,3.4,,,,,,,,,,,,,,,,,3.3,,,,3.5,2.7,,,,3.3,,0.5,,,,,2.7,,,,,,0.0,,,,1.8,1.3,,4.2,,,2.1,,1.6,,,,3.2,,,,,0.4,,,1.4,,1.4,,,2.1,,,3.4,4.2,3.8,1.0,,,,1.2,1.8,0.2,,,,,,1.0,,,1.0,,,,,2.2,,2.7,,3.9,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2987057,1858960,152.25,S,15513,,524.3,visa,305.0,debit,165.9,34.9,1.6,,yahoo.com,,8.0,4.0,0.0,15.0,19.0,18.0,14.0,11.0,7.0,9.0,14.0,7.0,5.0,4.0,147.2,,213.4,,,,,,,,437.4,160.5,256.9,,93.9,T,,F,M1,T,F,,F,,,,,,3.6,,,,1.4,,,,,1.6,,,,,,,,,,0.5,,4.4,5.0,,,,,3.6,,,4.4,,,,,1.5,,,,2.5,,,,,4.7,,,,,,3.0,,,1.0,2.5,3.1,,,,,,,,,,4.1,,2.5,,4.2,1.3,3.1,,,3.4,,,,2.5,,4.0,,,1.0,,,,,,2.1,,3.9,,,,,,,,,,,3.6,1.5,4.0,,3.5,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,3.4,,1.1,,,,,,,,,,,,,,,,,,4.9,,,1.8,,0.2,,,2.1,0.3,1.7,,,,3.8,,,,0.3,,2.8,,,,,0.7,,,,,1.7,,,0.6,1.1,,,,,,,4.2,,3.2,2.3,4.2,,,0.3,,0.8,1.9,4.2,,,,,,4.5,,2.0,0.1,,0.6,,,,,,,,,,,0.1,,0.3,,2.1,,2.1,0.2,,3.9,,,,,,,1.4,4.4,0.9,,,,,,,,4.4,,,,3.5,,4.4,,,,2.4,,4.0,0.5,,,,4.9,,,,2.4,3.2,3.9,,0.8,,0.8,4.6,,,,0.4,,0.5,,,2.4,0.2,,,,,1.4,,,4.4,4.9,,4.6,,,,1.8,,,,3.5,,,,2.3,2.6,,,,,,,,4.5,,,,2.3,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2987058,1887541,12.55,W,12300,328.8,567.6,discover,455.2,credit,443.6,85.0,769.5,,gmail.com,,12.0,18.0,16.0,17.0,0.0,3.0,7.0,13.0,6.0,16.0,1.0,10.0,11.0,1.0,524.5,82.7,189.0,393.3,,307.7,138.0,344.7,402.7,,,,238.5,,,F,F,F,M0,,T,F,T,F,,,0.5,,0.4,1.2,,,,,,,,,,,,,,4.1,,,,,2.9,2.8,,,,0.5,,4.0,1.6,,0.5,,4.2,3.9,,4.6,,,,,1.9,,,,,,2.7,,4.1,,,,2.3,0.7,,,0.8,,,,,0.0,,,,2.4,,1.5,,3.9,,0.8,,,,2.4,3.1,,,,,,0.9,,,,,,0.2,,,,3.0,3.6,,,,,,2.0,1.9,0.6,,,,,,,0.1,,,,,,,0.8,0.0,,4.4,,1.5,,,,,,,,,,2.9,,3.0,,,,,,,,3.4,3.7,,,0.8,4.6,,,,,,1.6,,3.4,,,0.8,,,,,,,,,0.5,,,,,,1.9,,,,1.0,,,,,,1.1,,,4.6,,,0.0,0.7,,,4.6,0.3,,,,,,,,,,,0.8,,4.6,0.5,,3.2,4.2,,,,,,,,4.7,,,,,,,,2.0,,,4.8,1.4,,,4.7,,,,,0.5,,,,,1.9,4.3,2.1,,5.0,,,0.4,,,,3.7,1.1,,3.4,2.9,2.8,2.7,3.9,,,,,,,4.7,3.6,,0.1,,,,,,2.0,,,,,,0.7,,,,,0.3,,,,4.0,4.7,2.4,,,,4.5,,,,,,,2.0,,3.8,,2.4,2.7,,,,1.2,,,,,,,,,,,,,,,,,,,,2.2,1.0,,18.7,,,,,-47.8,,20.8,-0.9,-30.8,,10.0,41.3,NotFound,Found,,32.2,,42.4,,-34.8,NotFound,,-10.7,,,Found,,New,New,,New,New,,,NotFound,NotFound,mobile,New
2987059,1888075,9.37,S,11449,556.8,,visa,523.4,credit,189.7,48.1,,,hotmail.com,,4.0,10.0,11.0,16.0,2.0,4.0,3.0,8.0,7.0,10.0,11.0,2.0,1.0,19.0,,305.4,378.6,425.2,16.6,578.8,258.0,63.0,193.2,67.9,,7.1,74.0,288.7,,,F,,M0,F,,,,,2.4,,4.8,,,,,,,,,4.9,,,3.2,,,,,,,,0.2,,,,,,,2.0,3.5,,,1.4,1.1,,0.4,,,,,,2.4,0.1,,,,,,,,,,,,3.7,,,,,,,4.6,,,,,,,2.0,,,,2.0,,,,,,,,3.7,,3.8,,,,2.0,,,,,1.3,,,,,2.4,1.8,4.8,,,,1.0,,,,2.2,,,,,,,,4.6,,,,,2.4,2.0,2.4,,,3.8,4.7,0.3,,,4.1,1.9,4.7,,,,,,,,4.9,2.0,,2.4,3.1,,,2.8,,0.3,,3.3,,3.5,3.2,2.0,,0.6,,,,,2.5,,,,,,2.8,,,,3.3,,,,,1.1,3.5,2.6,,2.6,,,,,,2.4,,,,,,,1.4,2.3,,,2.6,3.3,3.9,,,,1.3,,,,3.3,,1.0,4.4,1.6,0.3,,,1.9,,,2.3,,,1.8,0.2,,2.3,,,,,,,,,,3.3,,,4.8,,0.3,2.8,,,,2.7,,,,,,,,4.0,,4.5,3.4,,,2.5,,3.2,,,,2.9,,0.9,3.3,,,,2.6,,,1.9,1.7,,,4.7,,,,0.4,,1.6,,2.5,,,4.7,,,,2.4,0.6,,,,0.7,0.3,3.9,4.8,,,3.1,1.9,0.3,,,,,0.3,,0.7,,,,,,,,,,2.5,3.0,,2.3,,2.7,,,,,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2987060,1968705,24.83,R,15803,348.2,449.8,mastercard,224.9,debit,397.5,65.6,,,yahoo.com,,17.0,3.0,19.0,12.0,10.0,5.0,15.0,19.0,11.0,15.0,14.0,17.0,0.0,14.0,271.8,,190.4,547.8,,568.0,,,,,,298.1,347.7,204.4,410.1,T,F,F,,F,F,T,F,,,,2.3,,,,,,,,,,,,,0.3,4.9,4.2,,,,3.8,,,,3.4,,,1.8,,,1.5,,,4.0,,,,,2.3,,,,,,4.3,,,3.6,2.6,,,,,3.7,4.7,,2.2,1.0,,,,,,4.1,3.2,,,,0.4,,,4.8,1.1,,1.7,,,,1.9,3.4,,,,,,,,1.1,1.4,,1.1,4.9,0.2,,0.6,,,,0.3,,2.2,,,,,,1.6,2.0,,,4.2,4.5,1.2,,,,,4.3,,,,0.3,,3.3,,4.0,,,,1.7,1.3,,1.0,,,,1.5,,,,,3.0,3.3,4.5,2.4,,3.8,,,,,0.1,,4.7,,,,,1.5,,1.6,,,1.7,,0.1,,0.1,,1.0,3.5,,0.7,,,,0.7,,,2.5,,,,4.2,,,,,,,,1.8,,,,,,,3.4,0.8,,4.9,,2.7,,3.9,1.4,1.9,4.5,,,,,2.0,1.1,,0.9,,1.2,,,,,,,,0.9,,,2.2,,,3.9,,,,,,,2.6,,,,2.9,,,0.9,,,,1.1,,,,2.6,,,,,,,,2.0,2.3,2.3,1.8,2.0,3.5,,,,,,1.9,,,,,,1.1,,,,,,1.3,1.1,,2.9,0.9,0.1,0.9,,,,,2.5,,0.3,4.9,,,4.4,,,,3.7,,0.6,3.0,,,,,,,,4.0,1.2,,,,4.6,,1.2,,1.3,,,0.9,4.5,,,1.5,4.0,,2.5,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
